member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
45270658,16700,16700,16700,36 months,BAT4136152,19.52,E,E3,Practice Manager,10+ years,MORTGAGE,41963,Not Verified,n,,debt_consolidation,Debt consolidation,240xx,VA,32.84,2,0,11,,13,0,9789,41,24,f,2434.68,0,0,0,0,,INDIVIDUAL,,44th week,0,0,190334,23900,0
67569385,13200,13200,13200,60 months, ,13.99,C,C4,auto technician,10+ years,OWN,56000,Not Verified,n,,home_improvement,Home improvement,409xx,KY,33.88,0,1,,,6,0,7813,52.8,13,w,295.73,0,0,0,0,,INDIVIDUAL,,9th week,0,0,71566,14800,0
22389903,25000,25000,25000,60 months,,13.35,C,C2,CEO,10+ years,MORTGAGE,130000,Source Verified,n,,credit_card,Credit card refinancing,852xx,AZ,16.71,3,0,9,,9,0,35243,84.1,26,f,4472.7,0,0,0,0,78,INDIVIDUAL,,78th week,0,0,379201,41889,0
6207496,9450,9450,9450,36 months,BAT4808022,14.33,C,C1,,n/a,RENT,28000,Verified,n,,credit_card,Credit card refinancing,303xx,GA,34.89,0,1,48,,9,0,9921,70.4,24,f,2151.7,0,0,0,0,69,INDIVIDUAL,,130th week,0,89,15725,14100,0
63949832,20000,20000,20000,60 months,BAT4271519,12.29,C,C1,Manager of Business Administration,2 years,MORTGAGE,108000,Not Verified,n,,credit_card,Credit card refinancing,159xx,PA,33.26,1,0,17,,14,0,21128,79.4,34,w,790.64,0,0,0,0,,INDIVIDUAL,,17th week,0,0,162819,26600,0
46141875,2000,2000,2000,36 months,BAT4136152,12.29,C,C1,Officer,10+ years,OWN,110000,Not Verified,n,,other,Other,954xx,CA,15.21,1,1,2,,11,0,127920,54.3,27,f,174.74,0,0,0,0,2,INDIVIDUAL,,44th week,1,10238,594026,156300,0
46616618,16000,16000,16000,60 months, ,12.69,C,C2,music teacher,10+ years,MORTGAGE,135000,Verified,n,,debt_consolidation,Debt consolidation,117xx,NY,27.61,0,1,,55,19,1,42480,76.5,33,w,1481.04,0,0,0,0,,INDIVIDUAL,,44th week,0,1005,545031,55500,0
1814649,4975,4975,4975,36 months,BAT5849876,10.16,B,B1,NYDOCS Clinton Correctional Facility,10+ years,RENT,63000,Source Verified,n,> Surprise vacation for wife.<br>,other,personal,129xx,NY,30.99,0,0,79,,8,0,3872,80.7,40,f,769.15,0,0,0,0,,INDIVIDUAL,,122th week,0,0,123323,4800,1
62960290,24000,24000,23900,36 months,BAT1780517,8.18,B,B1,Regional Sales Manager,10+ years,MORTGAGE,240000,Source Verified,n,,debt_consolidation,Debt consolidation,201xx,VA,8.27,1,0,15,9,12,1,25661,74.2,35,f,619.23,0,0,0,0,58,INDIVIDUAL,,22th week,0,0,338339,34600,0
41429033,2500,2500,2500,36 months,BAT4694572,8.19,A,A5,,n/a,MORTGAGE,29000,Verified,n,,credit_card,Credit card refinancing,747xx,OK,10.26,0,0,60,,9,0,4040,60.3,26,f,174.12,0,0,0,0,60,INDIVIDUAL,,52th week,0,2759,71772,6700,0
15149052,8000,8000,8000,36 months,BAT2522922,12.49,B,B4,Music Research Specialist,10+ years,RENT,52000,Source Verified,n,,debt_consolidation,Debt consolidation,334xx,FL,15.44,0,0,27,,7,0,3580,38.9,16,f,1317.84,0,0,0,0,,INDIVIDUAL,,91th week,0,926,28904,9200,0
51411212,14400,14400,14400,36 months, ,5.93,A,A1,Superintendent,10+ years,MORTGAGE,80000,Not Verified,n,,credit_card,Credit card refinancing,530xx,WI,28.55,0,0,,,25,0,31732,32.4,41,w,513.33,0,0,0,0,,INDIVIDUAL,,35th week,0,0,226004,97900,0
64343704,8000,8000,8000,36 months, ,13.33,C,C3,,n/a,RENT,40000,Source Verified,n,,credit_card,Credit card refinancing,021xx,MA,8.88,3,1,3,,11,0,5614,59.7,21,w,254.59,0,0,0,0,50,INDIVIDUAL,,13th week,0,0,33435,9400,0
10638359,35000,35000,35000,36 months,BAT2575549,18.55,D,D2,Manager,7 years,RENT,90000,Source Verified,n,,debt_consolidation,Clean My Slate,490xx,MI,24.57,0,1,,,24,0,45018,84.2,37,f,9681.94,0,0,0,0,,INDIVIDUAL,,113th week,0,0,65573,53464,0
919129,18000,18000,18000,60 months,BAT1104812,18.84,E,E2,Groomer,3 years,OWN,45000,Source Verified,n,,home_improvement,Home improvement,435xx,OH,36.43,0,1,,40,13,2,3183,15.4,33,w,2417.4,0,0,0,0,,INDIVIDUAL,,39th week,0,0,62523,20700,0
61547294,12000,12000,12000,36 months,,12.69,C,C2,ACCOUNT MANAGER,1 year,RENT,45000,Source Verified,n,,debt_consolidation,Debt consolidation,365xx,AL,12.91,0,0,,92,5,1,4221,59.5,6,w,473.07,0,0,0,0,,INDIVIDUAL,,22th week,0,0,8837,7100,0
62199029,12000,12000,12000,60 months,BAT1780517,14.65,C,C5,operations,4 years,MORTGAGE,45000,Verified,n,,debt_consolidation,Debt consolidation,560xx,MN,12.99,0,0,,,8,0,7811,90.8,20,f,556.37,0,0,0,0,,INDIVIDUAL,,17th week,0,0,186035,8600,0
63169136,18000,18000,18000,36 months,BAT1780517,12.69,C,C2,manager,9 years,RENT,85000,Verified,n,,debt_consolidation,Debt consolidation,959xx,CA,18,0,0,31,72,11,1,15036,70.6,16,w,709.6,0,0,0,0,44,INDIVIDUAL,,17th week,0,0,52188,21300,0
3781125,6000,6000,5975,36 months,BAT1467036,17.27,C,C5,Ram Technologies,1 year,OWN,20500,Verified,n,,debt_consolidation,Credit Card Payback,917xx,CA,22.3,0,0,,,5,0,11573,90.4,9,f,1725.62,0,0,0,0,,INDIVIDUAL,,152th week,0,0,11573,12800,0
67289973,21000,21000,21000,36 months,BAT2252229,7.89,A,A5,RN,5 years,OWN,105000,Not Verified,n,,debt_consolidation,Debt consolidation,890xx,NV,21.13,0,0,,,11,0,6487,20.3,26,w,254.33,0,0,0,0,,INDIVIDUAL,,9th week,0,1176,90249,31900,0
51945005,6000,6000,6000,36 months,BAT1184694,7.89,A,A5,Accounting Co-ordinator,10+ years,MORTGAGE,48530,Not Verified,n,,credit_card,Credit card refinancing,330xx,FL,17.19,0,0,47,,6,0,13559,70.6,17,f,250.19,0,0,0,0,58,INDIVIDUAL,,31th week,0,8179,261459,19200,0
37578203,10000,10000,10000,36 months, ,14.99,C,C5,Teacher,2 years,RENT,29555,Not Verified,n,,credit_card,Credit card refinancing,548xx,WI,14.26,1,0,15,,18,0,6147,62.7,32,w,1294.53,0,0,0,0,63,INDIVIDUAL,,52th week,0,0,41039,9800,1
11982695,9100,9100,9100,36 months, ,19.22,D,D4,Teacher,10+ years,MORTGAGE,62000,Not Verified,n,,debt_consolidation,Financial Freedom,770xx,TX,22.44,1,2,9,,10,0,20575,91,27,w,2556.41,0,0,0,0,79,INDIVIDUAL,,104th week,0,0,116609,22600,0
18564970,24000,24000,24000,60 months, ,16.99,D,D3,,n/a,MORTGAGE,1E+05,Source Verified,n,,home_improvement,Home improvement,199xx,DE,23.75,1,1,23,,12,0,23056,68.6,24,w,5782.32,0,0,0,0,53,INDIVIDUAL,,83th week,0,0,385915,33600,0
61556835,5000,5000,5000,36 months,BAT1780517,12.29,C,C1,,n/a,RENT,20000,Source Verified,n,,credit_card,Credit card refinancing,365xx,AL,12,0,0,,,7,0,6100,91,11,w,190.85,0,0,0,0,,INDIVIDUAL,,17th week,0,0,6100,6700,0
45431792,30000,30000,30000,60 months, ,21.67,E,E5,Control room operator,10+ years,OWN,124000,Verified,n,,debt_consolidation,Debt consolidation,439xx,OH,17.56,1,1,7,,13,0,26771,53.2,31,w,4765.21,0,0,0,0,,INDIVIDUAL,,39th week,0,0,49652,50300,0
65872565,12000,12000,12000,36 months,BAT2252229,5.32,A,A1,GC Chemist,2 years,MORTGAGE,45000,Source Verified,n,,credit_card,Credit card refinancing,700xx,LA,10.76,0,0,,,9,0,12650,42.6,18,w,101.48,0,0,0,0,,INDIVIDUAL,,9th week,0,0,13838,29700,0
7659759,18000,18000,18000,36 months,BAT5525466,9.71,B,B1,Warren ISD,10+ years,RENT,78000,Not Verified,n,,credit_card,Credit card refinancing,776xx,TX,4.78,0,0,,,3,0,13285,73.5,8,f,2692.66,0,0,0,0,,INDIVIDUAL,,126th week,0,0,13285,18070,0
1802024,10000,10000,10000,36 months,,7.9,A,A4,National Oilwell Varco,7 years,MORTGAGE,90000,Source Verified,n,,small_business,C C Investments,775xx,TX,10.32,0,4,44,,6,0,0,0,24,f,129.92,0,545.95,5.21,0,48,INDIVIDUAL,,9th week,0,0,78950,7000,0
930098,4800,4800,4800,36 months,BAT20678,10,B,B2,,2 years,MORTGAGE,23000,Not Verified,n,,small_business,Business Equipment Purchase,554xx,MN,23.37,0,0,,,3,0,14180,42.1,6,f,519.64,0,0,0,0,,INDIVIDUAL,,74th week,0,,,,1
70090433,14500,14500,14500,60 months,,16.55,D,D2,Teacher,2 years,RENT,33000,Not Verified,n,,debt_consolidation,Debt consolidation,747xx,OK,29.24,0,1,,,13,0,14377,91,26,w,317.81,0,0,0,0,,INDIVIDUAL,,9th week,0,0,66344,15800,0
62270459,15000,15000,15000,60 months, ,12.69,C,C2,,n/a,MORTGAGE,39000,Verified,n,,credit_card,Credit card refinancing,330xx,FL,19.63,0,0,44,,11,0,27225,73.2,33,f,612.4,0,0,0,0,,INDIVIDUAL,,17th week,0,0,122942,37200,0
66195556,6650,6650,6650,36 months,,13.33,C,C3,sales,2 years,RENT,80000,Source Verified,n,,debt_consolidation,Debt consolidation,797xx,TX,15.42,0,0,57,,9,0,1898,16.8,15,w,211.63,0,0,0,1,,INDIVIDUAL,,13th week,0,1967,46432,11300,0
10789211,15000,15000,15000,36 months,BAT2575549,13.67,B,B5,Marketing Manager,10+ years,MORTGAGE,69000,Verified,n,,credit_card,Consolidation,750xx,TX,12.78,0,4,24,,11,0,16761,73.5,26,f,2689.37,0,0,0,0,,INDIVIDUAL,,87th week,0,0,246197,22800,1
28693173,5000,5000,5000,36 months,BAT2003848,12.49,B,B5,Systems Analyst,8 years,MORTGAGE,95000,Source Verified,n,,debt_consolidation,Debt consolidation,786xx,TX,2.82,1,1,10,,4,0,1032,10.6,37,w,681.54,0,0,0,0,74,INDIVIDUAL,,70th week,0,0,15308,9700,0
43897717,20000,20000,20000,36 months,BAT5924421,6.39,A,A2,president,10+ years,MORTGAGE,60000,Source Verified,n,,credit_card,Credit card refinancing,280xx,NC,17.74,0,0,,,5,0,20040,92.8,25,w,1006.87,0,0,0,0,,INDIVIDUAL,,48th week,0,0,145789,21600,0
15009934,12000,12000,12000,36 months,BAT3193689,10.99,B,B3,Billing Supervisor,2 years,RENT,40000,Source Verified,n,,credit_card,Credit card refinancing,931xx,CA,7.81,0,1,,,7,0,4046,34.6,10,f,1561.73,0,0,0,0,,INDIVIDUAL,,78th week,0,0,14536,11700,0
41085114,15000,15000,15000,36 months,BAT4694572,6.99,A,A3,customer service manager,9 years,MORTGAGE,62000,Source Verified,n,,debt_consolidation,Debt consolidation,337xx,FL,29.02,0,0,,66,15,1,21003,56.2,34,f,889.56,0,0,0,0,,INDIVIDUAL,,52th week,0,435,181273,37400,0
45360059,5600,5600,5600,36 months,BAT4136152,12.29,C,C1,cake decorator/cook,3 years,MORTGAGE,29000,Source Verified,n,,credit_card,Credit card refinancing,121xx,NY,21.65,0,0,,,5,0,5060,67.5,10,w,508.41,0,0,0,0,,INDIVIDUAL,,44th week,0,0,30462,7500,0
34642018,10000,10000,10000,36 months,BAT2078974,11.67,B,B4,litigation asst,2 years,RENT,34500,Not Verified,n,,credit_card,Credit card refinancing,945xx,CA,21.29,0,0,,,8,0,12228,74.1,18,w,681.38,0,0,0,0,,INDIVIDUAL,,30th week,0,0,20641,16500,1
18475771,30000,30000,29875,60 months, ,20.2,E,E3,Sales and Design,3 years,RENT,85000,Source Verified,n,,debt_consolidation,Debt consolidation,751xx,TX,22.48,2,1,14,33,13,3,9902,79.2,20,f,8664.94,0,0,0,0,14,INDIVIDUAL,,87th week,0,0,40305,12500,0
49802234,20000,20000,20000,60 months,BAT1104812,9.17,B,B2,Medical Secretary,4 years,RENT,55000,Source Verified,n,,debt_consolidation,Debt consolidation,070xx,NJ,16.22,0,0,,,7,0,12000,37.7,21,w,1230.53,0,0,0,0,,INDIVIDUAL,,39th week,0,0,29354,31800,0
32198904,20000,20000,20000,36 months,,16.29,D,D2,Correctional officer,10+ years,MORTGAGE,64904,Source Verified,n,,debt_consolidation,Debt consolidation,794xx,TX,31.53,0,2,,,10,0,6130,26.7,17,f,3321.62,0,0,0,0,,INDIVIDUAL,,65th week,0,0,74140,23000,0
7013237,15000,15000,15000,36 months,BAT4808022,14.09,B,B5,City of colusa,10+ years,MORTGAGE,85000,Not Verified,n,,credit_card,Credit card refinancing,959xx,CA,23.08,0,1,,,14,0,13777,82,25,w,3376.45,0,0,0,0,,INDIVIDUAL,,130th week,0,0,223624,16800,1
30835631,7000,7000,7000,36 months,,6.03,A,A1,RN,6 years,MORTGAGE,90000,Verified,n,,credit_card,Credit card refinancing,923xx,CA,11.07,0,0,,81,13,1,10439,58.6,61,f,431.7,0,0,0,0,,INDIVIDUAL,,65th week,0,0,225071,17800,0
56921961,2000,2000,2000,36 months,BAT3873588,12.69,C,C2,Sales,10+ years,RENT,81200,Not Verified,n,,other,Debt consolidation,774xx,TX,22.56,0,2,29,,24,0,19323,33.5,39,w,9.87,0,0,0,0,,INDIVIDUAL,,0th week,0,0,56406,57600,1
42062964,35000,35000,35000,60 months,BAT4694572,12.39,C,C1,Supervisor,10+ years,MORTGAGE,131000,Verified,n,,credit_card,Credit card refinancing,707xx,LA,9.9,0,0,,,11,0,34168,67.9,24,w,3702.58,0,0,0,0,,INDIVIDUAL,,52th week,0,0,291405,50300,0
9869254,20000,20000,20000,36 months,,12.99,B,B4,Outpatient Pharmacy Supervisor,10+ years,MORTGAGE,135000,Verified,n,"> After going over a few of my credit card bills and comparing the interest rates as compared to yours it makes sense for me to pay them off and then just make 1 monthly payment to the lending club.  I like most people would like to get out of debt as quickly as possible and this will help me do that.<br><br>   > I have reviewed some of my credits cards and after comparing the rates that they are currently 24, 25 29 percent it only makes sense to have one monthly payment.  Like most people I want to get out of debt as quickly as possible and this will help achieve my goal.<br>",credit_card,CREDIT CARD PAYOFF,190xx,PA,12.38,0,1,77,,21,0,24514,47.7,52,f,3301.76,0,0,0,0,78,INDIVIDUAL,,82th week,0,0,285644,51400,1
10400437,18250,18250,18250,36 months,BAT2575549,15.61,C,C3,casemanager,10+ years,RENT,42000,Source Verified,n,,debt_consolidation,Help Please,385xx,TN,31.45,0,0,,,23,0,19757,42.9,48,f,3907.52,0,0,0,0,,INDIVIDUAL,,96th week,0,0,129075,46000,0
39152142,23100,23100,23100,60 months,BAT4722912,14.99,C,C5,Registered Nurse,6 years,OWN,54000,Source Verified,n,,debt_consolidation,Debt consolidation,362xx,AL,38.42,0,0,,,5,0,23243,95.3,15,w,3465.81,0,0,0,0,,INDIVIDUAL,,57th week,0,0,49340,24400,0
47094069,25000,25000,25000,60 months,BAT4136152,14.65,C,C5,production manager,7 years,MORTGAGE,62000,Source Verified,n,,debt_consolidation,Debt consolidation,989xx,WA,19.28,1,0,19,,16,0,21108,61.2,33,w,2577.31,0,0,0,0,,INDIVIDUAL,,44th week,0,0,124692,34500,0
7839762,12800,12800,12800,36 months,BAT224923,12.85,B,B4,Maintenance Department Manager,2 years,RENT,112000,Verified,n,> this is to combine 3 credit card payments into 1 payment at a slightly lower interest rate.  The loan should be paid off well in advance of the 3 year term requested.  It is simply to consolidate payments<br>,credit_card,Credit card refinancing,851xx,AZ,15.4,0,1,30,,16,0,14108,37.4,38,f,164.9,0,0,0,0,44,INDIVIDUAL,,13th week,0,2819,89279,37700,1
22331866,10400,10400,10400,60 months,BAT3193689,14.49,C,C4,Financial Advisor,10+ years,RENT,75000,Source Verified,n,,credit_card,Credit card refinancing,142xx,NY,13.73,0,1,,,8,0,12938,66,29,w,1989.49,0,0,0,0,35,INDIVIDUAL,,74th week,0,0,30842,19500,1
13699736,23000,23000,23000,36 months,BAT224923,12.85,B,B4,"Administrator,Juvenile Education/Health ",10+ years,MORTGAGE,109000,Source Verified,n,,debt_consolidation,Debt consolidation,276xx,NC,24.69,1,1,19,,12,0,18407,93.9,29,w,4123.91,0,0,0,0,,INDIVIDUAL,,100th week,0,0,179109,19600,0
541894,9000,9000,9000,36 months,BAT3518025,8.94,A,A5,Oral Facial Surgical Associates,6 years,RENT,37000,Not Verified,n,I am a responsible borrower with many years at my current employer and 19 plus years of perfect credit. I am looking to consolidate and not add any new debt. This loan will be used to eliminate credit cards that have unfairly and without just cause raised my interest rates to unacceptable levels.,debt_consolidation,Debt Consolidation,349xx,FL,4.51,0,0,,,6,0,8321,30.7,19,f,1291.41,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
49782253,15000,15000,15000,60 months, ,9.17,B,B2,manager,10+ years,RENT,101000,Source Verified,n,,debt_consolidation,Debt consolidation,078xx,NJ,14.51,0,0,,,18,0,21806,42.2,31,w,866.34,0,0,0,0,,INDIVIDUAL,,35th week,0,0,110365,51700,0
54506293,8250,8250,8250,36 months,BAT3726927,18.55,E,E2,OWNER,10+ years,RENT,211000,Not Verified,n,,debt_consolidation,Debt consolidation,017xx,MA,1.64,0,1,36,71,12,1,2944,16.2,22,f,826.59,0,0,0,0,36,INDIVIDUAL,,31th week,0,3547,34963,23700,0
8301499,18825,18825,18825,36 months,BAT5525466,16.78,C,C5,Models Plus Inc,1 year,MORTGAGE,48000,Verified,n,,wedding,Wedding Loan,600xx,IL,16.18,0,0,,,9,0,13057,40.1,14,f,1720.32,0,0,0,0,,INDIVIDUAL,,30th week,0,0,178216,32600,0
776723,8500,6125,6125,60 months,,6.54,A,A4,Mamas Motors,< 1 year,MORTGAGE,48000,Source Verified,n,> I have been in the automotive business for 25 years. I currently am the General Manager at a used car lot in Greenville SC called Mamas Motors. you can look at our website at www.mamasmotors.com. I sell about 90% of my cars from the internet via Craigslist and my website. As you can see I have very detailed pictures of my inventory and sell good dependable transportation. I have secured an excellent location in Mauldin SC on the main st of the town. I am going to start my own car lot there and do the same there for my self as I have done here for the owner of Mama's<br/>,small_business,GSB,296xx,SC,0.28,0,0,,,5,0,668,1.4,20,f,1072.42,0,0,0,0,,INDIVIDUAL,,261th week,0,,,,1
28992457,18000,18000,18000,36 months,BAT2003848,13.98,C,C3,Sr Internal Auditor,1 year,MORTGAGE,75000,Not Verified,n,,debt_consolidation,Debt consolidation,761xx,TX,8.69,0,1,39,,10,0,21341,64.9,32,w,2777.22,0,0,0,0,39,INDIVIDUAL,,70th week,0,0,138736,32900,0
43315176,20200,20200,20200,36 months,BAT5924421,8.19,A,A5,ASSOCIATE PROFESSOR,2 years,MORTGAGE,155000,Verified,n,,debt_consolidation,Debt consolidation,015xx,MA,24.71,0,0,,,15,0,56451,49.4,35,w,1307.74,0,0,0,0,,INDIVIDUAL,,48th week,0,0,173881,114300,0
12597285,2500,2500,2500,36 months,BAT5489674,22.45,E,E5,Fire safety director,10+ years,RENT,60000,Source Verified,n,,moving,Moving and relocation,104xx,NY,2.64,0,1,,,10,0,1484,8.7,14,f,564.27,0,0,0,0,,INDIVIDUAL,,61th week,0,0,1718,17000,1
64281979,7500,7500,7500,36 months,BAT4271519,12.29,C,C1,Systems Engineer,1 year,RENT,84000,Not Verified,n,,debt_consolidation,Debt consolidation,068xx,CT,18.59,5,4,,24,13,1,3598,8,33,f,291.41,0,0,0,0,20,INDIVIDUAL,,17th week,0,0,30599,42350,0
59562393,15000,15000,15000,60 months, ,12.29,C,C1,Construction Project Manager,2 years,MORTGAGE,111000,Not Verified,n,,credit_card,Credit card refinancing,344xx,FL,3.61,0,0,,74,6,1,14525,75.3,12,w,739.03,0,0,0,0,,INDIVIDUAL,,22th week,0,0,257269,19300,0
928352,9600,9600,9600,60 months, ,7.66,A,A5,SBV,2 years,MORTGAGE,56000,Not Verified,n,,major_purchase,Hot Tub,640xx,MO,17.91,0,0,,,7,0,3581,21.1,27,f,1100.23,0,0,0,0,,INDIVIDUAL,,96th week,0,,,,1
10147686,14500,14500,14500,60 months,BAT2575549,18.55,D,D2,service agent,10+ years,MORTGAGE,45000,Source Verified,n,,debt_consolidation,debit considation,776xx,TX,26.13,0,1,45,,10,0,3470,43.4,33,f,2303.86,0,1863.14,18.6314,0,70,INDIVIDUAL,,48th week,0,0,88309,8000,0
9627407,35000,35000,35000,60 months,BAT2575549,15.61,C,C3,Physical Therapist,10+ years,MORTGAGE,85000,Source Verified,n,,credit_card,Refinance,435xx,OH,19.13,0,0,45,,10,0,39231,72.4,25,f,10009.88,0,0,0,0,,INDIVIDUAL,,113th week,0,0,226469,54200,0
9167240,15250,15250,15250,60 months,BAT2575549,17.76,D,D1,PRESSMAN,3 years,RENT,50000,Verified,n,,debt_consolidation,BALANCE,070xx,NJ,25.43,0,1,,,13,0,14956,40,27,w,1943.28,0,1948.62,19.4862,0,,INDIVIDUAL,,39th week,0,0,30593,37400,0
1719373,9600,9600,9600,36 months,BAT1135695,12.12,B,B3,FF Properties LP,6 years,OWN,82000,Not Verified,n,> Pay the rest of my credit cards that I have with a higher APR.<br>,debt_consolidation,Debt Consolidation Loan,921xx,CA,14,0,2,,,19,0,10379,57.1,23,f,1325.24,0,765.5,7.655,0,,INDIVIDUAL,,74th week,0,,,,0
701427,3000,3000,3000,36 months,BAT1521494,14.72,C,C5,Jacobi Hospital,2 years,RENT,45996,Source Verified,n,"> &quot;How you Plan to use the funds&quot; - Im moving out of my Parents House into a new place. The funds will allow me to paid for my moving expenses...like Moving Van, 1 month Security deposit and furniture.<br/>I will also be closer to my Job as a Computer Tech. This position is very Stable and room for growth.<br/>  > Annoucnment:<br/>I dsupute the information in my report and found that 9 of the cedit items belong to someone else. My cedit score is no longer 582.... it's 663.<br/>my report won't show the new change untill the next 40 days.<br/>any other infor...contact me.<br/>",other,Moving expense,104xx,NY,4.7,3,1,7,,7,0,0,0,11,f,695.03,29.9449753837,44.48,0.63,0,,INDIVIDUAL,,126th week,0,,,,0
7029484,6500,6500,6500,36 months,BAT4808022,11.14,B,B2,Arrowhead Dental Labratory,2 years,RENT,32000,Not Verified,n,"> I have three high rate credit cards (Wells Fargo, Chase, Capital One) that I would like to pay off for good. I am currently paying approx. $150 in interest alone each month from these three cards. I know my debt to income is a little high, but this loan will be replacing the debt, not adding to it.<br>",debt_consolidation,Credit Card Consolidation Loan,840xx,UT,20.89,0,0,,,9,0,7152,63.9,14,f,1035.83,0,0,0,0,,INDIVIDUAL,,104th week,0,0,24402,11200,1
10286913,10000,10000,10000,36 months,BAT2575549,13.67,B,B5,Teacher,6 years,MORTGAGE,38000,Source Verified,n,,home_improvement,Home improvement,307xx,GA,20.53,0,1,,,20,0,9123,27.1,28,f,2042.47,0,0,0,0,,INDIVIDUAL,,113th week,0,0,136887,33700,0
47984165,10000,10000,10000,60 months,BAT1104812,10.99,B,B4,Ass't Service Manager,5 years,MORTGAGE,45000,Not Verified,n,,home_improvement,Home improvement,152xx,PA,11.89,0,0,,,13,0,2150,8.8,27,w,744.26,0,0,0,0,,INDIVIDUAL,,39th week,0,454,72706,24300,0
1070764,20000,20000,19975,60 months,,15.99,D,D2,Germbusters,< 1 year,MORTGAGE,45000,Verified,n,"> I own a well established baby boutique.  We have been in business for 30 years now and am looking to get a loan to assist in cash flow.  Along with owning my own business, I work full time as an office manager at a medical practice.<br/>",small_business,Business Cash Flow,601xx,IL,16.16,0,1,73,,9,0,19872,82.4,26,f,1798.56,0,0,0,0,,INDIVIDUAL,,35th week,0,,,,1
10107999,5000,5000,5000,36 months, ,9.99,B,B1,Security officer,3 years,RENT,26000,Not Verified,n,,debt_consolidation,Debt consolidation,347xx,FL,21.04,0,1,,,23,0,4915,7,60,w,488.98,0,0,0,0,,INDIVIDUAL,,61th week,0,0,6702,70400,1
72246932,25875,25875,25875,36 months,BAT2803411,10.64,B,B4,President,7 years,RENT,67400,Not Verified,n,,credit_card,Credit card refinancing,209xx,MD,32.98,0,1,,,8,0,21740,74.2,11,w,0,0,0,0,0,,INDIVIDUAL,,NAth week,0,0,70046,29300,0
7828517,15000,15000,14975,36 months,BAT2833642,13.68,C,C1,united states post office,8 years,RENT,60000,Not Verified,n,,debt_consolidation,consolidation,018xx,MA,27.82,0,1,26,,18,0,18132,60.8,25,f,3253.31,0,0,0,0,,INDIVIDUAL,,131th week,0,0,38370,29800,0
49957720,18000,18000,18000,36 months,,15.61,D,D1,Sales,8 years,MORTGAGE,43000,Not Verified,n,,debt_consolidation,Debt consolidation,352xx,AL,26.68,0,0,,,11,0,24816,72.1,19,f,1709.83,0,0,0,0,,INDIVIDUAL,,35th week,0,0,87756,34400,0
23042706,13850,13850,13850,60 months,BAT2333412,24.99,F,F4,RN Team Leader,4 years,RENT,60962,Source Verified,n,,debt_consolidation,Debt consolidation,286xx,NC,11.61,0,0,52,70,8,2,5359,77.7,25,w,4409.79,0,0,0,0,52,INDIVIDUAL,,74th week,0,4652,29620,6900,0
23423834,10000,10000,10000,36 months, ,11.67,B,B4,Rental Coordinator,9 years,RENT,45000,Not Verified,n,,debt_consolidation,Debt consolidation,989xx,WA,22.4,0,0,,,14,0,11388,87.6,34,f,1384.66,0,0,0,0,,INDIVIDUAL,,78th week,0,80,21419,13000,0
1333139,15350,15350,15350,36 months,BAT5046385,16.77,D,D2,University of South Carolina,7 years,RENT,48000,Source Verified,n,"> Funds to be used for Development and Pre-production costs on a feature film: location scouting, casting fees, basic office expenses necessary prior to becoming fully-funded. Film is scheduled to start shooting in early 2013.<br>",small_business,Movie Pre-production,292xx,SC,21.33,0,1,,,14,0,22221,74.6,20,f,2555.25,0,601.6,5.94,0,,INDIVIDUAL,,65th week,0,,,,0
62299966,11000,11000,11000,36 months,BAT1780517,7.89,A,A5,Teacher,10+ years,RENT,90000,Not Verified,n,,car,Car financing,070xx,NJ,28.75,1,1,4,,15,0,4145,13.9,32,f,229.95,0,0,0,0,,INDIVIDUAL,,17th week,0,0,112639,29800,0
68429205,18000,18000,18000,36 months,BAT1586599,6.24,A,A2,Vice President,10+ years,MORTGAGE,140000,Source Verified,n,,credit_card,Credit card refinancing,711xx,LA,6.37,1,0,10,,10,0,17121,72.9,31,w,178.59,0,0,0,0,,INDIVIDUAL,,9th week,0,0,369947,23500,0
7028265,30000,30000,30000,60 months, ,22.47,E,E5,university of california - san diego,3 years,RENT,1E+05,Source Verified,n,,small_business,Business,921xx,CA,17.9,0,2,,,12,0,18417,32.4,23,f,14518.46,0,0,0,0,,INDIVIDUAL,,135th week,0,0,22279,56900,0
49759300,6975,6975,6975,36 months,,18.25,E,E1,Front Desk Manager,10+ years,RENT,20000,Source Verified,n,,debt_consolidation,Debt consolidation,597xx,MT,39.62,0,0,,,4,0,4914,56.5,8,f,769.96,0,0,0,0,,INDIVIDUAL,,39th week,0,0,21443,8700,0
34211054,15000,15000,15000,60 months, ,19.52,E,E2,Research Specalist,3 years,RENT,50000,Source Verified,n,,debt_consolidation,Debt consolidation,856xx,AZ,27.1,0,1,34,,4,0,6186,72.8,13,w,3163.49,0,0,0,0,,INDIVIDUAL,,61th week,0,117,69110,8500,0
